category,sub_category,crimeaditionalinfo
Online Cyber Trafficking,Online Trafficking,they twll invest money we give commition but once they give after they fruad me and they tell ur not ble to with draw or refundthey tellbpay money and get with draw it will of rupees frud me soo plzz help me to get my money it was my mistake because i was trust themmthey make me frauade plzz helpa me
Online Cyber Trafficking,Online Trafficking,spread facebook friend request confirm whatsapp number record
Online Cyber Trafficking,Online Trafficking,dear sir i received a text massage on registered mobile no to update the pan no otherwise to block net banking clicked and tried to update but got amount deduction of k from account docs are also attached for reference also updated to bank and freezed my account for further bank complain no mumpo
Online Cyber Trafficking,Online Trafficking,there are so many email received by teaching faculty and messages on their phone numbers detailed mentioned in the complaint file attached repeated email received by faculty members amazon gift vouchers with a request to click on the link is sent in the messages
Online Cyber Trafficking,Online Trafficking,i received a whatsapp text from a number registered in the united kingdom pretending as if it was sent on mistake however when i probed how they got my number she pretended to befriend me and initiate a conversation the whatsapp chat has been uploaded as evidence it is selfevident that this is some sinister attempt at a cybercrime
Online Cyber Trafficking,Online Trafficking,people asked and requested money through paytmgpay and phone pay it failed earlier and then it succeeded he was continuously asking that u will get refund back some timing issue because of that it is not getting credited to your account
Online Cyber Trafficking,Online Trafficking,mujhe phle msg aaya ki apki job lgi h pnkvy k through phir mujje call aai or unhone job k bare m btaya or mujhe convence kiya mtlb mera mind manipulate kiya ki m unko send kru to vo mje send krenge mene kiye but nhi aaye phir bole ki m unko rupe do bar m du es trh mne unko snd kr diye but tb bhi nhi hue mujhe gst ka kuch bhana btaya or bole apka student account h esme hus salary nhi dal skte apko rs or jma krne pdenge tb pkka apka kam ho jayega mene unko unk bolne p or snd kiye but phir vo mjse or paise ki demand krne lge ab m unse apne paise vaps mnag rhi hu to bol rhe h ki apk upr case ho jayega apka career khrb ho jayega ab vo mje he ulta dhmki de rhe h sir please help me
Online Cyber Trafficking,Online Trafficking,this complaint is against my wife i have filed divorce against her but she still uploading my pic in fb and whatsapp dp also she trying to provoking about me i have doubt she even tracking me down somehow the screenshot have shared is my new office number and it was not known to my parents i dont know how she knows the information of that number also got some information that she tracking me every time to harassment also in reverse putting false cases on me
Online Cyber Trafficking,Online Trafficking,bigfashionsalescom is the website link i purchased a baby dress by online payment untill now i did not receive my ordered dress then i found website was closed and no contact reply in youtube and google found some fraud website with same contact information and on many websites
Online Cyber Trafficking,Online Trafficking,sirmadam this is inform you that we have received the information from rbi that cash star credit online app is cheating the people in the name of our company ms tinna finex limited we are nbfc company we are not associated with cash star lending app and any other app this app is using our company name registered office address and status of the company to cheat general public we have already informed to rbi and also filed an fir to local police station regarding this fraud we request you please take necessary action against this lending app thanking you director tinna finex ltd
Online Cyber Trafficking,Online Trafficking,phonepy sa siber fraud rupees any desk app download karnaklyea ausna bolatha fraud date phonepy numbers per balance deoposit ha ham balance refund ka enthagar ma ha please sir help me
Online Cyber Trafficking,Online Trafficking,i have taken a loan from sunny loan for a weak my due date was but they started call me on morning and say to pay the loan than i say ill pay in the evening because today is my due date than i have time to repay ill pay in the evening but they are say that no you pay it right now and they use slang and abusing language than i cut the call after that they done mentally harassing me to say that i have your all contact list and we will share your picture that you are the rapist and many other things they are blackmailing me than i think forget it but they circulate my picture my whole contacts and now i am too depressed so please solve this problem as soon as possible
Online Cyber Trafficking,Online Trafficking,she meets on facebook and then she take my whatsapp no after that she video call me and record it and make my mms and blackmail me and asking for money she text me on facebook first then she takes whatsapp no after that she appropriate for video call and make my mms
Online Cyber Trafficking,Online Trafficking,respected sir ye meri facebook id h jo kisi ne hack kar li hai or mera login password badal diya h wo mere relatives to msg karke paise mang raha h kehta h phone pe kardo ya google pay kar do emergeny hai usne apna phone pe numbe bhi diya h number h please aap kuch action lijiye
Online Cyber Trafficking,Online Trafficking,i ordered a sofa from the rentickle website on sunday mr praveen called me on monday evening and claimed that he is calling from rentickle he said we are about to dispatch your shipment but require an aadhar card and pan card for the verification purchase later i got an sms from aadhar mentioning this is your requested otp number i gave it to praveen
Online Cyber Trafficking,Online Trafficking,mere phone pay se mene recharge kiya mera recharge sucsses nahi hone pe mene jio customer care call kiya usne bola google se phone pay number leke baat karo number ye number google se liye mere se atm number mange or otp leke or dono amount kat liya
Online Cyber Trafficking,Online Trafficking,one day morning dec one phone cal recied his name is k sudharshan reddy he told laptop sales and services he telling he is in venkatagiri village but he telling lie sir laptop purpes iam sended to gogle pay sir total rs
Online Cyber Trafficking,Online Trafficking,yesterday am received a call from he told me you are a lucky person you won a lakh rupees from kbc providing me a him senior number rana pratap singh and told me providing a your bank details and am denied so he again and again calling me and harassment for providing me bank details
Online Cyber Trafficking,Online Trafficking,i encountered with a person on happn app where i received the contact number of the person and today that person video called me where my face was captured and some unusual video was played on that person screen after sometime that person made the video with my number mentioned on the screen and started blackmailing me that he will share the video with all if i dont send the money even he called me and said the same where my friends profile was shown and video was shown as been shares on their messenger i was afraid and somehow took the loan amount from slice app an sent the money on his paytm number the amount was inr and after sometime he again called me and asked for inr where i again started to say that he will share that video with everyone
Online Cyber Trafficking,Online Trafficking,my mobile has to watching somebody and taking a screenshot and letters are not visible it is breaking a huge pixels i can not do any further work in this mediam i booked two times second time csr seem again it has changed and closed the complient suspect directly involved and control the police and changing this please directly involve a central government and pick the hacking tool
Online Cyber Trafficking,Online Trafficking,my mobile number continues getting otp from flipkart snapdeal okcredit and apollo then without my permission my order got cancelled in my flipkart account and someone hacked my account and place sexual product in my account
Online Cyber Trafficking,Online Trafficking,they asked to transfer money i trusted nd i transferred thats the mistake i did its for a service i transferred today after at around it happened thats it please get back my money its really important
Online Cyber Trafficking,Online Trafficking,i have received a whatsapp message from this no saying that i have to pay the amount as some balakrishna was not repaying and he is threatening me that i have to pay it back and continuously trying to call him but he is not answering the calls also
Cyber Terrorism,Cyber Terrorism,the sensoria human resource manager mrlawrence told me further processing thru internation recuritment kolkata and contact person mrjoseph number is siddiqui mohamed number is and rathod jignesh kanjibhal number is expect joseph number only available now but he is not attending my callsother two switched off the mobile sir you can verify rathod jignesh axis bank in gujarat branch he is doing money laundering and illegal drugs business with associates of lawrence smith using australian phone number is for this purpose issuing fake visa and other documents as genuine for collecting amount from the candidates in november axis bank freezed jignesh account due money laundering businessjignesh rathod account details below bank name axis bank account holder name rathod jignesh kanjibhal account number ifsc codeutib type current sir i paid the amount rs above axis bank gujarat branch thanks narayanan sridhar mobile no
Cyber Terrorism,Cyber Terrorism,this guy whom i am sending telegram to you he is getting black money from pakistan and selling it online to people in india and also selling fake kyc documents to fake banks put on please arrest him
Cyber Terrorism,Cyber Terrorism,these are fake loan aap they are harrasment me so badly and calling my contact and abusing them also and im totally harrased of i say about police and cybercell they are also abusing them please help me im totally in problem
Cyber Terrorism,Cyber Terrorism,credit card ki limit badhane ke liye coustmer care me call kiya to unhone app download karne ke liye bola phir any desk bhi download karwaya aur phir us app ke jariye mere phone ko hack karke mere account se paise nikal liye
Cyber Terrorism,Cyber Terrorism,scammers party mr kuldeep kumar or ranjit singh talent acquisition disguise me by saying they want to offer me a cto chief technical officer with yabx comviva gurgaon job for which they need my personal information it was done through phone numbers emails and via job websites like timesinternetin i doubt bogus websites wwwingeniousconsultantscoin with no registered company details cyber frauds email spoofing i have multiple call records which state that mr ranjit singh ta and kuldeep kumar ta ingeniousconsultants mentioned they were asked to call me but they are not ready to share the name of the unknown party or nexus who is trying to manhandle multiple attacks against the victim complainant since years when i asked them to give logical points a phone call or attached transcript conversation they said they fetched my data from years old updates on timesinternet job website which was not having any name or verified details this clearly shows intentions of the possible exposure of crime towards cyber crime victim i will like to confirm if the party are ready to name the person whose behind them in that case i will like to redirect this complaint to the behind the scene concern party not to all below party to it didnt stop here looking at the nature of the attack i got multiple calls since days from party socalled pratiksha sinha manisha sinha reflecting co aspire systems pvt ltd pm for job purpose party
Cyber Terrorism,Cyber Terrorism,this is recovery agent from a loan app he is threating me to use my documentation in a illegle way and he abusing me and telling me he hack my phone and and social media handles and leak my all photos i am so diprresed about that and my repay date is feb and date is not even complete and the recovery agnent doing this all please help me in this case otherwise do sucide i am so concerned about this please help me
Cyber Terrorism,Cyber Terrorism,some loan app hack my mobile and sending offensive message to all my contact and also speaking with abusing language to all my contact so do needful in this matter they are sending message like the attached file to all my contacts and also talking to them in very offensive language so please do need ful they are mently harresed me and all my contact
Cyber Terrorism,Cyber Terrorism,i ashish nikose a student from maharashtra had planned to go malshej camping with a few of my friends on th th jan for that purpose i had booked a camp in moonlight camping a private camp organiser which in return informed me to pay advanced for booking so i immediately booked the camp and confirm our seats and on the day of camping the organiser told us that camps are shut down due to unavoidable reasons we insisted him to repay are advance which was in accordance to the policy as per the same the refund must be paid back to the customers within hrs of cancellation so from that day onwards the organisers started to fool us by giving reasons and till the date he hasnt given us our refund on sunday jan we meet him and we came across that he was illegally organising the camps without any license so i hope you take serious action on this note i also attached the documents below as a proof against him
Cyber Terrorism,Cyber Terrorism,sir mera name rahul kumar hai me ek shop chalata rahul enterprises and money transfer ke name se sir mera ek dost tha jo pirintig ka kam karta hai uska bhai ajay mere pas kam karta tha shop pe sair ke corona ke time me gaw me tha to mujhe wo call kiya ki bhiya mere chhacha k corona ho gaya hai mujhe gaw se kuch paisa magana hai mere ac yeha nahin hai aap ke ac me maga lu me bola tik hai maga lo wo maga liya aur uska bhai chek le ja se nikal liya me bank me bol diya tha ki me gaw ja raha hu abhi mera sara kam ajay hi karega to bank wala ne ajay ko paisa de diya wo bat ho gai fir wo wo ajay deewali me gaw gaya to abhi tak nahi aaya aur wo jo paisa magay tha taminadu se us paisa ke chakr me mera sc ko bank kar diya gay aur bol rahe hai ki is ac me farod huaa hai sir me help kiya tha ki corona wali bat hai aur wo mere poss kam bhi kar raha tha us ladka ka photo bhi hai indar puri hai aab wo kuch din se dikh bhi nahi raha pla help kjiye sir is meri kaya galti hai
Cyber Terrorism,Cyber Terrorism,namastr sir maine google playstore par se kuch instant loan apps try kiye the because mujhe paiso ki zaroorat thi urgent apni loan eligibility check karne ke liye wo sab apps se maine apna poora kyc details including bank statement share kia tha unmese ek app ne mere authorization ke bina mere account me hazaar transfer kar diye aur din baad mujhe ye whatsapp pe blackmailing message aaya hai paise dene liye unke hefty charges ke saath ye sara sar ek scam hai innocent logo ko dara kar unse extra paise vasoolne ka iss app ne mere contact list nikal li hogi install karte waqt aur ab ye inka aise misuse karne ka dhamki de rahe hai ye ek direct criminal intimidation hai meri manhani ka seedha threat hai maine inka whatsapp message attach kar raha hu aap please uke against complaint file kijiye track kijiye aur action lijiye i tried calling on their numbers magar koi phone hi nahi utha raha maine doosre number pe call kia to ek lady ne uthaya aur unhe iss whatsapp message ke baare me koi idea hi nahi tha aap please ispar appropriate action lijiye aur inn scamsters par lagaam lagaiyye regards khuzema
Cyber Terrorism,Cyber Terrorism,mai anish kumar apne phone froud ki complain darz karna chata hu aaj subah mere pass call aaya maine phone open kiya or meri phone se paisa cut gaya me phone pay account se amount cut gaya ek bar or ek bar rs mai iske khilaf complain karna chata hu please mere complain per karvahi ki jaye or insaf dilaya jay
Cyber Terrorism,Cyber Terrorism,i had taken loan from online loan app from rich cash cash host credit bus loan much for my financial requirements but presently due to my financial difficulty the recovery agents of that company continuesly harrassing me on social media like whats up and phone calls and they are hacked my phone data and my contacts list then they are calling to my relative and my contact numbers without my permission they damaged my social reputation and continuesly threatening me and used bad language with me and my contacts numbers also they are threatening me to used my adhar card and pan card for missuse in any iilegial activity like in drugs making froud bank account for iilegial transaction such kind of activity will be they doing
Cyber Terrorism,Cyber Terrorism,return refund delevery service a fraud call is done mo no and my rs is being debited so please cheak my query because it is a fraud call my number is acount no
Cyber Terrorism,Cyber Terrorism,reported by someone else in the group about the above video being promoted by khalistani movement activists this video talks about the hijab movement and how pannu will support and fund the movement i found this against the intigrity of our country this will promote hate
Cyber Terrorism,Cyber Terrorism,dear sir alg alg loan application ke name pe phon kr ke presan kr rhe contact list me bhi call kr rhe office aur khud k number galat galt de rhe he na nbfc k na rbi guidelines ragistrd lisence dikha rha he bus phn aur wtsup pe call kr ke gali galoj kr rh he kirpya sgyan me liya jaye yha aj ke time me pandmic time me ghr k khana chalana muskil he en jese se kese nipte please meri help ki jaye sky loan loan sathi shrp loan en ke name se cal ati he aur ek legal notice bhi bheja he lekin galt loan aap ke name se please sir yese logo ko ban kre bhut presan krte he sosocide thot jese problem ane lgti he dipresn me jana pdta he bina kisi vajah ke jab stetment mango to nhi dete payment kb ki o bhi nh dikha rhe he please ban this tipe ap because rbi is not permitted this tipe aap my humble request
Cyber Terrorism,Cyber Terrorism,at eleven feb thirteen o clock we received fraud audio call from kunal gupta name he said that i win cash back from what app of rs so he advise me to open phone pay app app and received it so we open phone pe and pay twise and again pe rs so money dectucted and no return yet
Cyber Terrorism,Cyber Terrorism,plz my refund galat dhang se cyber walo ne link bhej kar mere paisa rs kat lye hai use waps karne ki sabandh me transection t plz paise katune ke bad mujhe malum chala ki mai cyber ke thagi ka sikar ho gaya hau
Cyber Terrorism,Cyber Terrorism,from phone no one person is calling sending message threating to give him money he is using bad language also since last hour he have called me with different numbers he is using whatsapp calling normal mobile calling he have sent normal message whatsapp message alsohe calls himself from police department etc please help me to solve this problem
Cyber Terrorism,Cyber Terrorism,cal raat baje mujhe call aaya dog top karne ke liye bol raha tha bhaiya mere pass do dog yahan per dog kar lo unke bare mein batane lag gaya hun fir maine socha chalata karna hi to hai adop kar leta hun fir usne mujhse unke transportation charge mange fir mujhe use per bharosa nahin hua fir vah apna aadhar card mummy ka bank account number aur papa ka pan card ki photo send karne laga aise karte hue un mujhse rupaye apne google per account mein transfer kara liye uske bad vo railway station pahuncha railway station ki photo bhejne laga fir bol raha hai tha ki railway wale bol rahe hain ki usko rakhne ke kage ke cage bhi lenge vah cage aapko yahan se kharidna uske bad usne mujhse cage ke charges rupaye apne google per account mein fir transfer kara diye usne fir uske bad mera number block kar diya har jagah se block kar diya mujhko please help me yah ladka bahut logon ke sath aisa fraud kar raha hai
Cyber Terrorism,Cyber Terrorism,sir please help me out they call me to offer data entry job and said to me that i will get by form in days and asked for adhar cardphoto and signature and generated the above contract now they are asking for money and torturing me
Cyber Terrorism,Cyber Terrorism,i was blackmailed by using a video of which showed a whatsapp call between me and nude girl i was threatened to pay to delete and i did pay to avoid nuisance but demands kept increasing the perpetrators even threatened to ruin my life by uploading it on social media the numbers are and transactions were made to the screenshot attached
Cyber Terrorism,Cyber Terrorism,sir i donot take any kind of loan from ag loan app i get a link in email where i check my cibil score i just click this link and fill the form but they want my account number so i thought for cibil why they ask my account number thats why i put correct account number with wrong ifsc code and then suddenly i got a message in their app that my loan is active but due to my coman sense i donot get any kind of amount because of wrong ifsc code now they will message me over whatsup and threatened me that you have take loan from us i already provided all the details to them like my bank statement and message and all that i donot get any loan but from today itself they threatened me that they will hack my contacts gallery and call my relatives if i donot return their money sir i provide you all documents that i donot take any loan and i donot get any amount still they threatened me pls sir help me with that they are very dangerous people
Cyber Terrorism,Cyber Terrorism,dear sir this is a froud company i have installed this app for loan they without any civil enquiry or any loan agreement send me and now in app is showing due in days and they start black male also for payment they all are hacked my all contacts details they said that they start massage to my contact that i am a froud but i am ready to pay my that i have recive plz take a serious action for this company because i am student with very poor family i dont have money to pay if he dont stop blackmailing then i will sucide kindly do this my current adress is banglore btm layout plz sir
Cyber Terrorism,Cyber Terrorism,i have already reported the same crime last time in between november and decembernow again another fraud company is threatening and harrasing me to pay loanmoney which i have never taken from them
Cyber Terrorism,Cyber Terrorism,some body is using my aadhar card picture and sending dirty messages to my contact numbers present time i am busy in postel voting team i have no time to handel this situation they are sending dirty dirty messages to my family contact and my friends
Cyber Terrorism,Cyber Terrorism,i have no idea who this is and no idea fro where this person belongs to and clearly i dont have any who is my enemy this clearly some uneducated crap i was just using my instagram and i saw this crap msg and first i avoided but then he was threatening me about my life so i thought i should report it because no idea who he is or from where this guy came and trying to bully me because seriously this is very baar and nobody should doing this sort of thing one this is clear that whosoever he is this person knows me and thats he knows my hobbies and i know him from my daily life because nobody from my professional life knows my cricket love and this guy knows this this could be anyone but i am showing this and placing this in order to get help from you guys to identify this persons identity and expose himher so that this should not happen with anyone else in case you guys need anything else from me just lemme know i will help you with any other if needed and this guy has created this id just to threaten me
Cyber Terrorism,Cyber Terrorism,i have been scammed by this apk called wallet pro and an app called on cash loani have not given any consent for loan but they transferred money to my account and asking triple time back from mei do not have the screen shot as if now but pls help me out what should i dowhy will any one take a loan for rupeesplease help me out
Cyber Terrorism,Cyber Terrorism,i lost my money rs please help me sir there lot of people losed lacks ripped we are needed help the number people is open website and whatsapp group opened fraud and cheated to me and many peoples
Cyber Terrorism,Cyber Terrorism,on i got a link on whatsapp i clicked on that link and my phone data has been taken from my account and now the person is calling me from random no and telling me to pay rupees amount and harrassing me if you would not pay the amount i will share your pictures and all your data and defaming you infront of your family
Cyber Terrorism,Cyber Terrorism,i got a call from an unknown number stating me to receive the cashbacks from phonpe when i tried to talk to him he abused me very badly as he knew that i am not fool so that he cannot fool me and make fraud i got the call from number
Cyber Terrorism,Cyber Terrorism,i have taken a loan of rs from cashe app against loan number but due to financial constraints i was only able to pay one emi but now i have decided to pay their dues slowly but a lady from their collections department is using abusive language and also she is using the same to my family members for which i am attaching the proof
Cyber Terrorism,Cyber Terrorism,fraud nodetails attached plzz do action against these fraud crime so they can not do it againone msg from phone comes in my phone that you are getting cash back regarding payments and you have to klick on the siteby klicking u can get cash back in ur account and when i open that site and clicks on that then there is a msg that rs is debited from ur account and my balance is cut down and when i complaint it to phone pe customer care they advised me to launch a complaint in cyber cellso plzz plzz take action and refund my money from the frauds i am very upset after knowing that fraud plzz take action immediately
Cyber Terrorism,Cyber Terrorism,shri mahadev paper company box paper oder paytm paytm phone call atan parcel manisha driver
Cyber Terrorism,Cyber Terrorism,derr team home cash app blackmailing me abousing ne and my family member and showing my photo adahar card and other confidential information to all my contacts i taken loan and before i pay the are abousing to kill my family and using all contacts which are of my family and friends and blackmailing me continuously from morning help me team stop calling and messeging me and i am completely dipress from them call and msg help help help me
Cyber Terrorism,Cyber Terrorism,this caller caling on my mobile number again and again haresing me and abusing with me i request you to pls take an action soon as soon against this caller thanks rishi gohil advocate
Cyber Terrorism,Cyber Terrorism,sir my conatcts history has been hacked from fraud loan app and they are sending each and everyone in my contact that i have been raped to a years old child assuming my character very bad for there loan repayment and the app name is creditwallet
Cyber Terrorism,Cyber Terrorism,like edward snowden complaint i think many more than peoples are tapped on my cell phoneit is very disturbed to me try to help me they worldwide tapped methey earning money and trouble to me they so happy but am very struggled
Cyber Terrorism,Cyber Terrorism,amit is spreading terrorism and calling of genocide of sikhs he threatened sikhs to repeat mass murders as happened in in delhi anti riots and he clearly says that neither sikh or any sikh will left alive please take action now before these word convert into action
Cyber Terrorism,Cyber Terrorism,name kashiram aadiwasi age years account ifsc code sbin bank name state bank of india branch kadwaya froud amount date frod madhyam aadharcard baomatric finger aeps se dair sir mere ghar koi anjan byakti aaya aur mujhse e shrm crad banane ke bahane finger lagba liya aur mere khate se rupye aadhar se finger lagbakar nikal le gaya jishki jankari mene pulish me aur bank me di lekin bank ka kahna he ki isme hum kuch nahi kar sakte plz my soultion aadhar aeps fruder name and loction informition probide
Cyber Terrorism,Cyber Terrorism,this is the number of krazibee loan app which is active on google play store and there executive is behaving very rude as they trace my contact number and calling them for payment as they are saying that i had take loan from them and they are sending my aadhar pancard and other documents to my contact here are the detail of that team krazybee services pvt ltd rd floor no maruthi sapphire hal airport road murugesh palya bangalore mr madhusudhan e founder of krazibee and the number which i give is the female who is misbehaving and speaking very harsh language to my contacts so please take action on them as well as also i shared the detail address of the app
Cyber Terrorism,Cyber Terrorism,sir i get phone call from unknown numbers on whatsapp and phone calls on some days and today we got a call in which no number is showing on mobile screen and there are a lot of fake calls on whatsapp in which the offer of crorepati is also given
Cyber Terrorism,Cyber Terrorism,this person has hacked my data taken my aadhar card and now blackmailing me that he will sell my adhaar card data to drugs transaction this has take all the contact numbers from my phone and blackmailing me to send money this person has taken my pan card my pan number is ainpnc my adhaar number is whatsapp masg came from business account on the behalf of ob cash loan the masg timming is pm on nd march i have attached the screenshot of masg kindly take immediate action against this before my adhaar or pan or photo graph get used against any crime
Cyber Terrorism,Cyber Terrorism,sir with regards to my cybercrime complaint id i am being harassed by the haryana police personnel concerned with my case to withdraw the case as he said that the roots of this cybercrime are in bihar he will have to go there which is quite painful and the results are nil now as per paytm cybercell haryana police has complained of cyber fraud by me through my paytm account and have got my paytm account blocked this is sheer terrorism and harassment of haryana police please its my humble request that reputed citizens of india should not be harassed in this way i request to please give directions to paytm cybercell to unblock my paytm account and may stop harassment to already a victim of cyber fraud thanks regards drparul gupta
Cyber Terrorism,Cyber Terrorism,i dont why i am getting these type if messages from different numbers and i also dont what i have to pay i am very much disturbed about this they are threatening me to ruin my lifethese messages just say to upload my photos after editing and sending to all my contacts please help
Cyber Terrorism,Cyber Terrorism,hi team some one is using my number illegally to purchase fertilizers which is neem coated urea of kg and dap kg bag this is being reported previously as well no action is taken please take this seriously
Cyber Terrorism,Cyber Terrorism,on a phone call was received on my number and he stated that you required labour on your home then you have to pay in advance so i transfred on his phone pay then he ask me to transfer k more in his account then i realised he is the fraudester so i lodge a complaint to take necessary action against the accused person
Cyber Terrorism,Cyber Terrorism,forpay loan app bigg harrasment app call all reletive contact numbers whatsaap calls abuse language abuse pics send whatsaap bigg harrasment app forpay bigg harassment app call the all relatives phns abuse language abused pics send whatsaap
Cyber Terrorism,Cyber Terrorism,name of the perpetrator tapan parmar club house id cryptex linkedin profile httpswwwlinkedincomintapanparmarb a resident of ahmedabad gujrat claims to have razed multiple temples in gujrat in addition to this he calls the pm a terrorist and claims that kashmir was and is a free state and india will not realize when it will fly away from us video attached more recordings are available he is a known associate of charlie aka wajahat ali clubhouse id hellmandate resident of sopore kashmir other known associates of this group which fuels separatist intentions on social media are om prakash club house id speakupindia sanjiv batra clubhouse id batrasanjiv a close aid of sanjay jha kapil sharma clubhouse id tokapil capt gs rathee clubhouse id captainrathee a so called veteran who claims that the indian army commits atrocities on and rapes the women of jnk this group runs a club speak up india that platforms separatist elements like mir mushtaq
Cyber Terrorism,Cyber Terrorism,i had taken a loan from mobile app loanmuch loans ai and rupeespree which is offered through google play store due to covid situation i am unable to repay my dues on time they are charging exorbitant fees in the name of service fees collection agents call from different numbers as well as send filthy messages and voice recordings constantly in my whatsapp threatening me that if i do not pay the loan by the due date or one date before the due date or after due date they will start calling people who are in my contact list as they have total access to my contact list and gallery while the app was downloaded from the google play store they have even sent filthy and lewd whatsapp messages to my other contacts masking my aadhar card and pan card causing tremendous mental agony to them as well as to me they have complete access to my contact list and they are randomly calling and sending messages to the people in my contact list causing tremendous mental harassment and agony they are even threatening to block my adhaar card pan card and bank account i had filed a police complaint with gde no dated with my current residential local psdomjur pswhich is under howrah police commissionerate to stop this mental harassment and cyber bullying and terrorism i stay with my old mother who is years old and is a cardiac patient and she cannot bear this trauma at all
Cyber Terrorism,Cyber Terrorism,today an allure for sms has come on my mobile i can easily understand it is the trap to collect money hence you are requested please take actions this types of sms consult with trai i want this types of sms not come again not only for me but also anyone especially senior citizen
Cyber Terrorism,Cyber Terrorism,i downloaded an app from play store due to its high rating but when i uploaded my details there they accessed my contacts and are harassing me that they will leak my details and will call or whatsapp my contacts the app is not on playstore anymore but still they are messaging and asking to pay loan although no loan was provided to me its a totally fake app
Cyber Terrorism,Cyber Terrorism,i have cheated by a sampurna yatra they have taken lk from me luxury stay and luxurious travel but they made very low buget hotels please help me no body in future get same trouble as what i had in the hotel they have forced me to pay thousand more i am helpless i did the payment from my credit card
Cyber Terrorism,Cyber Terrorism,we have booked for goa tour for person for rs but after some days we got a call from tour agency that we have to pay more ra for tour so we denied and asked for refund but we did not get refund yet so please help us this is our last hope thank you in advance
Cyber Terrorism,Cyber Terrorism,continuous calls not only for me my mother sister also affected the same problem if we call the same numberthe number is not vaild customer care service also not satisfied and helpless one well known person only doing this we thoght this is one kind of threadwe dont know how to stop this and who is the person we need some safty
Cyber Terrorism,Cyber Terrorism,someone snatched my mobile and try to kill me with a knife so i want to track my mobile phone via imei number imeiimei my contact numbers were
Cyber Terrorism,Cyber Terrorism,i got spam calls and messages on my whats app they are demanding for my with me and my fiance they were called our family persons too can you please resolve this worse situation they called us with lots of cyber number
Cyber Terrorism,Cyber Terrorism,forpay show repay time days bt harrasment calls repay in days very big interest calls all reletives abuse language abuse pic send editing harrasment calls forpay under all apps harrasment asps apps show repay days bt rrpay calls days calls all reletives abuse languages abuse pics send whatsaap numbers
Cyber Terrorism,Cyber Terrorism,whatsapp contact koko loan ag loan easy loan rupee king loan
Cyber Terrorism,Cyber Terrorism,this video work for spread racial violence because we belive this kind video killed kishan bharwad in dhandhuka village in ahemadabad and this group people very badly send to his muslim jihadi group and threatened to other all people to murder
Cyber Terrorism,Cyber Terrorism,app name is asan loan they are sending my nude pictures super impose and and abusing words just days delay of payment pls take very much legal action agaisnst them not only asan loan many loan app like credit walet easy credit wow rupee loan cude rich cash hi cashob cash credit rupee loan loji they all are international hacker they stole my contact list and send slang language to whatsapp group pls sir take action against them lag raha hai ki main suicide karoon please mujhe bachaiye sir reltive log bhi mujhe kharab samajh rahe hai ab koi mere sath nehi hai plase kari se kari karwai kijie in logon ke upar i am very much fade up
Cyber Terrorism,Cyber Terrorism,received calls from unknown number on my mother phone numbermy bhabhi number and my relatives all ladiesthe lady is giving bad words by calling them by taking my nameplease take strict action as soon as possible
Cyber Terrorism,Cyber Terrorism,someone has hacked my whatsapp and send lots of massages to my contact list and some other number for asking money and informing about winning the lotteries from my number i received calls from people why i needed money and then i came to know my number has hacked and that person is sending massages from my number i did not accrue any lose but wanted to inform the cyber crime branch that it has happened with me and department should initiated the investigation of this incidence thank you
Cyber Terrorism,Cyber Terrorism,the fraud person is having a website link through where he promises that you will get paid for the work he first convinced me to deposit some amount of money and then then he says after deposit u will get rupees bonus and also having some ss about it the fraud number is
Cyber Terrorism,Cyber Terrorism,i am staying in delhi these cyber criminals are staying in mumbai and are using a mobile app inside their mobile phones this mobile app is made by a tantrik who does black magic these people are giving me and my parents murder and kidnap threats daily for last months for extortion please immediately arrest these cyber criminals and register a fir against them under ipc and produce them before the dwarka court magistrate for a life sentence in prison under ipc my complaint is registered with the sho bindapur police station on nov complaint no but the sho mr sanjay gupta does not take any action at all so i also registered the complaint with dcp dwarka complaint number dated dec but still no action and no arrest has been made these cyber criminals are giving me daily murder and kidnap threats i am available to give all possible assistance please arrest them from mumbai immediately mohammed khan dwarka district new delhi mobile
Cyber Terrorism,Cyber Terrorism,sir on th february kota gumanpura police station got a report filed on th february about the fraudulent withdrawal of rs from my credit card account by any housingcom httphousinginin from all state bank of india credit cards sir i am working as a computer operator in a private auto mobile company sir my credit card was received by state bank of india on th february but that card has not been used by me i am from a middle family and due to the incident of withdrawing money in a wrong way i appeal to you to solve the mental problem at the earliest and i demand appropriate action from you in this regard sir in this regard i have also lodged a report in state bank of india and gumanpura police station kota i sincerely hope that by taking appropriate action in favor of the applicant the culprit will be punished so that in future any other this type of incident could not happen with thank and regards wasim ahmed so salim ahmed behind swami vivekanand schoolmunna bhai welder chhawani kota rajasthan pin mob
Cyber Terrorism,Cyber Terrorism,i took a loan from a app name m pokket due to covid lost my job i failed to make payment i know if i took a loan its my duty to repay the loan but due to covid pandemic i have no income source and their rate of interest is too much i also asked them for the settlement but they refused to do that they arecalling me snd using bad abusive language there threatening me that they will share my pics and videos to my family and my relatives im so much depressed and concerned about it please take a serious look into this
Cyber Terrorism,Cyber Terrorism,my name hardeep acc n in my account devit i tri to contact halp line no for refund then tel me a process after that my account devited amount what i do i call sbi costumer halpline bu they do not help me
